id,device_name,"serial_number Number",mac_address,status,branch_id,registered_date,sold_date,cartoon_number
1017,vel,SN13323131,0D:7C:72:14:B7:91,0,1,18:14:39,,5
1018,modi,SN26918478,EB:C6:BD:40:89:74,0,1,01:20:15,,5
1019,officia,SN15257766,74:28:AA:F3:C7:E7,0,2,13:57:29,1991-06-03,5
1020,consequuntur,SN27772737,0F:4A:8E:C3:26:CE,0,1,06:21:34,,4
1021,vitae,SN02215941,CD:A3:FA:A3:01:69,0,1,12:36:53,2014-05-18,1
1022,qui,SN80547093,C8:5F:17:81:67:26,0,1,19:42:47,,5
1023,voluptas,SN02213708,69:96:F6:75:3C:57,0,1,04:51:09,,2
1024,ipsam,SN40440077,0D:39:0E:C2:83:03,0,1,16:32:57,2022-11-05,1
1025,et,SN67484673,61:93:6F:2A:38:E7,0,2,16:32:34,,5
1026,et,SN27577919,1A:B0:C7:C6:0A:45,0,2,02:30:12,,5
1027,quaerat,SN75232681,BF:F6:72:43:DA:5F,0,2,20:49:47,,2
1028,in,SN29972192,85:F9:F9:2A:96:CA,0,1,06:33:13,,1
1029,molestiae,SN71326711,D5:EE:22:CA:EA:2E,0,2,01:22:30,,4
1030,facere,SN67223460,79:5C:72:76:84:49,0,2,13:04:39,,5
1031,iste,SN58449907,70:B7:F0:FD:6A:54,0,2,20:36:02,,4
1032,qui,SN30915196,B5:BD:3E:7C:55:13,0,2,15:21:21,,1
1033,et,SN58643025,A8:35:B5:9A:C2:A1,0,1,10:02:37,2013-01-18,4
1034,id,SN80483551,F0:08:22:60:43:9C,0,1,14:48:55,,4
1035,consectetur,SN05280905,1E:1E:5C:81:7F:13,0,2,03:18:45,,3
1036,eveniet,SN02955088,99:A7:09:A9:A4:E9,0,1,05:58:56,,5
1037,officia,SN24317960,DA:11:5B:4E:E6:D6,0,2,04:28:49,,2
1038,accusamus,SN69373698,AE:BE:7A:38:E5:F3,0,1,05:35:20,2001-08-06,4
1039,doloribus,SN37062873,14:E8:E6:1D:9E:EF,0,1,03:23:07,,4
1040,porro,SN78483105,03:27:B0:0C:79:33,0,1,12:54:49,,1
1041,ex,SN88805577,66:32:FF:DF:84:39,0,2,02:38:12,,5
1042,vel,SN60130243,AD:A8:FE:A0:94:85,0,1,17:13:02,,5
1043,eaque,SN88517444,86:AA:F6:27:DE:9F,0,1,23:36:56,,1
1044,sint,SN55224084,B9:86:B1:B1:B7:E0,0,1,23:29:57,,1
1045,ab,SN02213719,CE:6B:5D:FA:B2:CB,0,1,14:34:32,,3
1046,illum,SN85482674,11:1E:A1:B1:5F:7A,0,1,06:08:01,,1
1047,error,SN69038409,88:8B:C6:57:B3:5B,0,2,10:49:56,,3
1048,hic,SN45074883,5A:47:11:4F:F2:EA,0,2,21:29:30,,1
1049,aspernatur,SN30057936,7D:A0:EA:94:E0:FF,0,1,03:24:02,,5
1050,inventore,SN65016516,21:EF:2C:52:0C:CE,0,1,15:44:13,,3
1051,ut,SN12595779,A5:EC:26:22:8F:95,0,2,17:05:31,1998-11-29,2
1052,placeat,SN87624780,A6:F3:66:E6:24:A3,0,1,01:12:54,,1
1053,aut,SN47672457,85:E1:09:4E:F2:A4,0,1,03:35:18,2020-03-22,4
1054,assumenda,SN02212546,EC:99:4C:ED:09:B4,0,1,04:36:03,,1
1055,quaerat,SN02210187,95:BE:39:6A:0A:4D,0,1,01:12:49,,4
1056,nemo,SN82591996,45:52:C3:43:21:62,0,2,23:46:01,,1
1057,fugit,SN02213351,9F:D7:9E:EB:AB:70,0,2,05:04:02,,4
1058,iure,SN33657096,29:71:E8:CF:AC:5C,0,2,21:02:41,,2
1059,et,SN60572268,6A:A8:FD:8E:80:B9,0,2,07:04:10,,1
1060,corrupti,SN60622620,8C:4B:5C:A0:C4:9C,0,2,04:41:39,1986-03-27,4
1061,eum,SN55498808,B1:79:EB:FB:69:CF,0,1,17:22:56,,5
1062,dolorem,SN36017706,B2:39:5E:FE:10:CC,0,1,00:22:36,,2
1063,veritatis,SN90478158,F2:30:B6:FA:44:8F,0,1,10:00:22,,1
1064,mollitia,SN83222088,59:69:96:3E:C8:ED,0,2,20:53:44,,3
1065,est,SN40689260,F8:5A:BF:80:06:7B,0,1,15:45:19,,4
1066,aut,SN66462718,15:61:35:AD:4D:89,0,2,10:35:01,,2
1067,in,SN41849210,A0:DE:BE:86:40:52,0,2,14:58:02,,2
1068,consectetur,SN61583797,9F:B8:46:BF:C9:E3,0,2,15:33:55,,3
1069,aut,SN02212157,A4:A1:30:DF:36:84,0,1,02:46:25,,4
1070,esse,SN17427971,2B:BB:22:52:04:AB,0,1,01:02:37,,2
1071,libero,SN04006888,B1:79:C6:B2:3B:EF,1,1,09:38:54,,4
1072,rerum,SN87187786,E5:2D:91:44:81:48,0,2,03:15:17,,4
1073,qui,SN04803346,B4:E8:BF:10:0D:DB,0,2,03:02:10,,2
1074,nihil,SN10917881,68:1E:8C:A7:13:6B,1,1,08:43:13,,1
1075,quis,SN26892125,0D:7E:3A:3B:31:BC,0,2,21:12:23,,1
1076,assumenda,SN38437555,5D:89:39:EB:41:A5,0,2,13:26:35,,1
1077,quibusdam,SN00923616,22:AA:99:28:2D:15,0,2,16:50:08,,3
1078,magnam,SN06161426,BC:EA:D5:93:E4:1F,0,2,23:09:56,1970-04-01,5
1079,esse,SN02217319,F6:F0:19:E5:BA:82,0,2,11:42:44,,2
1080,ipsum,SN22489350,5D:6D:71:9B:E9:52,0,1,04:55:57,,4
1081,distinctio,SN65995698,20:E5:7D:4B:CE:52,0,1,12:15:19,,5
1082,autem,SN39108384,B6:6D:08:26:7C:21,0,1,16:03:18,,2
1083,consequuntur,SN02212657,9E:09:07:73:AA:45,0,2,18:16:36,,5
1084,asperiores,SN73198626,7C:8E:24:F7:A2:2B,0,1,09:39:32,,2
1085,cum,SN70506235,90:93:CE:C2:D8:27,0,2,10:44:36,,2
1086,sed,SN96139387,93:EF:78:9E:50:A8,0,1,20:42:24,,1
1087,commodi,SN31411035,F1:66:54:76:C9:0C,0,2,22:15:37,,1
1088,molestiae,SN19464104,AE:B9:E6:CC:13:9F,0,1,02:09:19,,1
1089,accusamus,SN65589733,5C:3C:DA:3D:49:1F,0,2,01:18:20,,2
1090,dolor,SN02218676,B0:7D:48:C1:32:1C,0,1,08:36:27,,1
1091,expedita,SN43339378,BD:C4:0B:83:88:B2,0,1,01:58:01,,1
1092,eos,SN02215043,E9:3C:83:E8:D9:D4,0,1,17:42:33,,3
1093,est,SN28137754,3A:9C:69:DA:A1:8B,0,2,14:57:28,,4
1094,distinctio,SN92962600,71:22:73:F6:B7:96,0,2,00:56:31,,2
1095,qui,SN61088626,3C:E6:10:E8:F2:5F,0,2,18:33:21,,5
1096,cumque,SN27206294,B9:0E:08:7D:A1:BF,0,1,13:42:20,2017-05-03,3
1097,voluptas,SN73964986,D0:DF:CA:B0:1A:74,0,2,06:41:56,,2
1098,nobis,SN55783545,D4:20:ED:A5:8A:5D,0,1,21:39:04,,4
1099,dolorum,SN78088533,4D:E7:55:9E:EB:F6,0,1,07:56:03,,1
1100,consequatur,SN30126168,30:82:69:23:B4:00,0,1,16:34:39,,5
1101,omnis,SN77622249,46:13:55:DA:DA:5B,0,1,23:57:12,,4
1102,ab,SN24984616,B8:A6:AB:07:E2:EA,1,2,05:10:05,,5
1103,aliquid,SN28805680,EB:9B:05:DB:30:94,0,2,14:07:10,,2
1104,aut,SN98156782,44:AD:BD:D9:06:33,0,2,13:28:44,1976-10-25,3
1105,atque,SN78315577,B4:1F:B5:00:6F:39,0,2,21:56:02,,1
1106,saepe,SN41722880,67:80:EB:8E:8E:27,0,2,04:27:13,,1
1107,eaque,SN12598493,C9:65:95:2A:B6:5B,0,1,16:37:02,,4
1108,quis,SN74300699,67:16:67:11:17:CF,0,2,08:43:22,,4
1109,officia,SN71063273,B6:0B:6D:30:1C:18,0,1,05:36:26,,3
1110,nihil,SN20310016,1C:F2:A7:EE:58:23,0,1,02:59:55,1992-01-04,5
1111,totam,SN22005255,45:61:51:C7:40:78,0,2,00:11:03,,4
1112,ea,SN91323698,A1:CC:1F:82:37:98,0,1,18:22:15,,3
1113,eius,SN12396099,E6:46:E2:BB:76:22,0,2,14:18:30,,5
1114,aut,SN83838388,77:02:BF:B6:34:29,0,2,11:08:02,,4
1115,nobis,SN05940176,91:55:96:F4:15:FE,0,2,17:32:37,,4
1116,beatae,SN98912208,8C:32:9C:D8:32:51,0,2,23:21:01,,1
1117,ea,SN70505730,45:95:C0:6F:B7:40,0,2,23:33:04,,2
1118,accusamus,SN14558681,6D:BC:30:B9:51:6C,0,1,01:22:21,,5
1119,sed,SN02212022,E0:12:5B:FF:0B:A6,0,1,23:48:17,,1
1120,cumque,SN12474101,7B:5C:5F:00:C4:70,0,2,08:43:08,,2
1121,quia,SN21433599,54:C4:85:E1:36:D0,0,1,00:18:44,,3
1122,sed,SN65018745,B4:77:24:4B:E3:FA,0,2,11:20:50,,1
1123,in,SN02210185,75:8B:F0:3D:A3:CD,0,1,23:12:45,,4
1124,rem,SN61709146,20:8A:43:C9:22:15,0,1,23:42:04,2004-07-07,2
1125,voluptatem,SN02300118,09:49:E6:A5:F1:CC,0,2,19:37:46,,2
1126,est,SN70877739,3F:4D:DC:C1:A2:AC,0,2,12:10:04,,4
1127,et,SN27301339,BE:73:BE:AA:81:B0,0,1,22:26:38,,1
1128,dignissimos,SN40170606,80:E3:3D:33:F5:BA,0,1,22:18:26,1997-08-07,5
1129,excepturi,SN68048918,98:2C:8A:4C:7B:4E,0,2,23:15:42,,1
1130,consequatur,SN99457582,44:95:80:8D:08:E4,0,1,06:46:54,2016-05-12,5
1131,rerum,SN70646627,3E:61:0A:DB:34:B1,0,1,04:28:31,,4
1132,est,SN44734250,78:B8:84:06:3F:7E,0,1,04:47:54,,4
1133,quaerat,SN98082231,DD:93:B5:FC:B4:7D,0,1,18:07:51,,2
1134,neque,SN50693490,99:7E:2B:45:4D:02,0,1,21:05:41,,4
1135,saepe,SN95280042,7D:7D:38:6F:2D:B5,0,2,07:46:08,,2
1136,dolores,SN00449513,0221:39:bb:aE,0,1,13:37:54,,2
1137,eius,SN41261159,CF:B7:EE:46:29:CE,0,2,01:41:44,,4
1138,autem,SN52644643,6F:CD:1B:9E:B1:D6,0,2,21:23:32,,2
1139,consectetur,SN39436179,47:7C:05:D9:59:64,0,1,21:35:52,,3
1140,rem,SN99130608,0221:d9:ce:Ba,0,1,10:33:48,,5
1141,quis,SN02219822,2E:39:7D:D6:43:E7,0,1,21:39:52,,2
1142,error,SN80558056,05:DC:20:5C:00:94,0,2,01:44:03,,4
1143,non,SN15987585,0221:25:C2:bD,1,2,08:14:16,,2
1144,quae,SN15585959,C2:F5:F0:3E:1C:B4,0,2,08:11:15,,3
1145,eum,SN61660276,C7:7B:17:7C:B1:B2,0,1,18:06:51,,3
1146,vero,SN69757867,07:B4:E9:C6:52:C3,0,2,11:19:57,,2
1147,velit,SN85500621,36:51:15:01:5C:62,1,1,05:25:54,2015-10-03,1
1148,tempora,SN96633351,2B:9C:0A:B7:08:EC,0,2,05:59:21,,4
1149,et,SN11719098,85:DD:92:D4:72:0D,0,1,01:41:58,,1
1150,consequatur,SN11680921,56:3D:D1:5A:EF:DA,0,1,06:19:20,1974-06-24,4
1151,laudantium,SN49644850,82:03:2C:6E:01:AD,0,1,23:19:02,,2
1152,doloremque,SN33771240,30:CE:79:5F:E7:15,0,1,06:08:31,,2
1153,aut,SN11326786,9D:1A:0F:A5:2D:F5,0,1,23:27:18,,5
1154,magnam,SN81613373,6B:EE:45:72:35:C8,0,1,13:10:39,,4
1155,ut,SN19697414,80:27:FE:A9:85:17,0,1,18:25:42,,4
1156,ducimus,SN04035211,45:8F:C4:6B:9B:77,0,1,23:25:48,,1
1157,perferendis,SN22935496,15:C0:26:0B:02:B8,0,1,11:10:00,,5
1158,rerum,SN72351316,87:08:44:6F:6B:57,0,2,14:36:08,,2
1159,optio,SN73492536,A7:B8:07:20:17:DB,1,2,15:02:45,,4
1160,suscipit,SN38446880,05:D5:34:02:13:9D,0,2,13:44:19,,2
1161,animi,SN54627711,D1:7A:50:FA:AF:02,0,2,21:01:32,,5
1162,maiores,SN94447704,60:F5:8C:3A:EE:66,0,1,19:05:26,,5
1163,unde,SN49903211,C5:69:E1:23:FF:CB,0,1,12:53:21,,2
1164,accusantium,SN79062272,56:60:6A:4A:3F:F9,0,2,12:51:08,,4
1165,ducimus,SN92623730,42:BF:5F:C2:59:AF,1,2,07:53:12,,5
1166,rem,SN05763314,DA:A9:C2:30:3C:FF,0,2,04:31:27,,2
1167,dolores,SN25139832,0E:45:12:CB:19:C7,0,1,23:54:19,,2
1168,tempora,SN44356894,CC:12:5C:02:B1:D3,0,1,18:03:24,,2
1169,odio,SN25752787,1C:AE:1C:86:97:18,0,1,23:04:34,,2
1170,ut,SN84450204,E3:A6:B1:64:68:B7,0,2,03:40:41,,4
1171,totam,SN13357881,99:64:A1:0A:5B:73,0,2,21:56:39,,1
1172,dolor,SN20493395,53:2F:DE:08:48:41,0,2,21:32:07,,1
1173,dolorem,SN02213603,04:57:5B:03:3B:7F,0,2,00:37:36,,2
1174,sed,SN62026436,5F:A6:E8:B9:8A:08,1,1,03:34:01,,4
1175,debitis,SN51730242,0A:E8:F9:73:B5:8C,0,1,20:07:06,,2
1176,magni,SN09390396,11:21:4E:D3:8E:C0,0,2,01:56:30,,5
1177,natus,SN32468446,FD:87:83:B6:4E:77,0,2,22:10:49,,2
1178,voluptatem,SN29889553,6E:86:20:77:A0:F7,1,1,11:21:30,,4
1179,et,SN03568870,EB:B3:F9:4F:C7:6C,0,1,13:48:56,,1
1180,aut,SN33356298,3E:C1:93:34:38:C6,0,1,06:04:38,,5
1181,reiciendis,SN31366814,99:1F:34:05:D1:E7,0,2,17:55:59,,3
1182,et,SN77591319,E4:F7:4D:42:41:05,0,1,06:45:30,,5
1183,ratione,SN10287362,BC:B1:23:DF:3B:E0,0,1,19:51:30,,3
1184,unde,SN90667000,CE:2E:E1:CE:A1:79,0,2,23:36:36,,3
1185,qui,SN19581275,22:17:21:79:C3:A0,0,1,00:24:13,,5
1186,ea,SN94542762,1C:2D:99:69:12:B8,0,2,00:23:48,,4
1187,similique,SN82721515,74:96:BB:3F:AF:FF,0,1,13:15:31,,5
1188,et,SN80154357,21:F4:93:F4:49:E6,0,2,09:22:44,,4
1189,voluptatem,SN12091423,43:41:7E:7A:87:74,0,1,09:13:26,1993-08-10,5
1190,ut,SN12689496,63:B6:D4:59:B6:8F,0,1,00:43:39,2017-01-23,4
1191,odit,SN84965505,76:C7:A0:21:8F:A3,0,2,19:11:55,,2
1192,perferendis,SN68538766,8F:A0:9D:B4:13:EE,0,1,05:08:29,,3
1193,alias,SN30648795,0B:1F:87:6E:C9:99,0,2,03:26:14,,1
1194,deserunt,SN51325912,12:68:89:0F:69:ED,1,1,20:09:25,,5
1195,qui,SN99818317,FC:5A:BF:0E:CE:21,0,2,12:09:40,2021-03-02,5
1196,accusamus,SN52852222,9E:BC:B6:BC:8F:39,0,2,08:22:51,,2
1197,aut,SN20736123,CB:59:95:04:8D:B3,0,1,17:49:01,,3
1198,enim,SN93246704,18:B3:1A:B7:EB:B7,0,1,06:23:02,,3
1199,et,SN56614413,70:30:1C:2D:83:C8,0,1,20:01:17,,1
1200,corporis,SN36492781,C9:7F:50:D6:44:4E,0,1,07:13:11,,2
1201,est,SN34848135,2D:8B:87:2F:97:54,0,1,06:25:42,,2
1202,quos,SN32992140,CB:51:28:95:FB:89,0,1,01:37:00,,1
1203,laborum,SN41551939,4D:1E:31:90:19:84,0,1,03:16:13,,3
1204,sint,SN62395080,A9:38:F4:DB:EF:B7,0,1,06:21:18,,2
1205,velit,SN38800698,47:D0:5F:3C:36:F1,0,2,11:41:43,,3
1206,rerum,SN17713515,E9:F0:A5:1B:2C:DC,0,2,19:54:58,2005-03-14,1
1207,totam,SN18687364,3C:BC:81:BE:B1:B8,0,2,09:56:45,,1
1208,repellendus,SN66141217,7A:3C:77:42:AC:1A,0,1,04:34:44,,5
1209,necessitatibus,SN12583362,A0:8C:D0:64:89:17,0,2,15:04:35,,1
1210,sed,SN41653437,7E:2E:8A:EB:30:8E,0,2,11:57:56,,3
1211,id,SN86759842,23:F9:4B:FF:E4:B8,0,1,13:26:43,2002-08-09,5
1212,facilis,SN35100320,4B:B9:83:FB:9C:B9,0,2,01:43:25,1981-12-28,1
1213,nobis,SN99403951,E8:D7:BF:71:31:65,0,1,01:53:49,,1
1214,qui,SN56994784,9C:45:7E:99:F0:F3,0,2,01:46:56,1994-08-20,4
1215,distinctio,SN64249095,82:B4:71:F2:B0:80,0,2,05:05:36,,1
1216,nihil,SN99632796,44:5D:FE:DD:6B:38,0,1,09:09:59,,4
1217,omnis,SN11627242,4C:78:5D:DE:51:DA,0,2,18:50:47,,2
1218,corporis,SN73784960,9D:85:F2:1B:D1:6D,0,1,16:37:09,,1
1219,qui,SN70280407,BE:72:31:50:40:77,0,2,14:38:51,,2
1220,dolorem,SN64758372,9F:98:19:77:24:CE,0,1,04:23:38,,2
1221,consequatur,SN55431954,B0:11:BD:8B:44:4F,0,1,12:21:25,2006-03-27,3
1222,quas,SN29054434,34:BE:24:A2:34:A8,0,2,22:51:40,,1
1223,maiores,SN96023269,E5:C0:45:F4:F5:19,0,1,17:02:49,,1
1224,voluptatem,SN65639765,DE:A8:84:39:9C:40,0,2,09:59:06,,2
1225,qui,SN99343571,70:1E:FD:8F:9E:E5,0,1,20:23:36,,1
1226,quos,SN81906174,FA:59:12:68:9D:FD,0,2,00:28:33,,3
1227,a,SN02217377,C2:1C:50:DF:44:8B,0,1,03:13:45,,1
1228,et,SN51254882,9A:6D:D7:37:0D:17,0,2,14:45:39,,1
1229,ad,SN06575384,78:F5:8E:28:8E:03,0,1,00:50:06,,4
1230,eum,SN55969811,56:72:F8:ED:7B:8C,0,1,23:43:18,,5
1231,totam,SN75760129,C8:F2:79:9A:97:F2,0,2,20:46:31,,5
1232,distinctio,SN68717226,AE:9F:B6:41:53:2D,0,1,00:28:02,,2
1233,eos,SN41344273,52:43:3B:5B:28:68,0,1,04:25:13,,2
1234,officia,SN74585381,A9:40:61:5F:D1:05,0,1,00:31:26,2004-12-15,2
1235,laboriosam,SN34544040,6B:E1:B5:86:5A:C8,0,2,11:16:25,,2
1236,vel,SN09694447,AF:1E:9C:F5:BA:22,0,1,09:17:52,,2
1237,et,SN83814117,22:AD:6F:65:B8:AD,0,1,04:10:25,,2
1238,velit,SN02214911,5C:4F:E1:C1:FE:BD,0,2,11:56:19,,1
1239,ipsum,SN71384049,11:47:F1:27:3F:6C,0,2,13:19:59,,1
1240,et,SN10337458,A3:77:BC:1A:12:BA,0,2,01:23:08,2022-08-25,1
1241,velit,SN79531907,D4:1D:EE:BF:80:E8,0,1,17:34:48,,4
1242,et,SN57478380,FA:89:18:32:75:51,0,2,17:43:58,,5
1243,voluptas,SN12337137,D2:4B:11:D0:22:74,0,1,22:33:52,2005-01-03,3
1244,quia,SN02210944,1D:9C:6C:4D:7D:B8,0,1,03:53:25,,4
1245,nobis,SN90661678,44:84:E4:D6:44:EA,0,1,16:41:14,,4
1246,aperiam,SN36744383,B3:9B:A8:07:3C:6E,0,2,15:40:42,,4
1247,rerum,SN66086405,4F:B8:6D:28:60:25,0,2,14:04:00,,4
1248,mollitia,SN67779930,BA:D7:C8:B8:A9:58,0,2,00:13:17,,1
1249,aperiam,SN48751099,3C:6A:1A:CB:81:22,0,2,14:23:38,,1
1250,corrupti,SN81522279,F5:70:7C:7D:BD:3A,0,2,11:12:01,,2
1251,nemo,SN15470934,5A:3F:AB:EA:35:12,0,2,10:18:36,,3
1252,vel,SN10726021,C1:5B:EA:3A:93:B2,0,2,02:19:57,,2
1253,qui,SN75403335,60:52:C7:E9:D1:3B,0,1,23:11:37,1972-08-09,4
1254,magnam,SN31826448,CD:3E:5B:1B:DB:23,0,2,19:15:21,,4
1255,cupiditate,SN18181489,10:03:D5:9E:39:5E,0,1,08:02:27,,1
1256,error,SN68677619,59:4F:D5:18:00:3C,0,2,06:25:20,2016-12-04,5
1257,quasi,SN82085453,EE:C3:E6:F3:8E:6E,0,2,22:43:20,,2
1258,quisquam,SN81899201,B8:02:45:04:93:13,0,1,19:20:06,,4
1259,dicta,SN35835142,31:33:56:3A:50:A6,0,2,23:12:41,,3
1260,quod,SN90073042,7B:46:E2:47:DC:B1,0,2,14:33:12,,4
1261,aspernatur,SN15596217,6D:FE:19:8B:D9:C6,0,1,15:46:28,,3
1262,odit,SN13104287,0221:9D:F0:Fc,0,1,23:05:50,,2
1263,minima,SN02216843,CE:DF:DF:DF:2C:C0,0,2,20:33:59,,3
1264,et,SN41157538,EC:7E:F3:2A:A9:E3,0,1,07:52:22,,5
1265,est,SN58087944,26:4F:A4:F6:57:7B,0,1,02:10:39,,5
1266,sit,SN06254805,5E:48:48:9A:88:2F,0,1,06:06:09,2016-10-05,5
1267,ullam,SN73469831,46:38:0E:15:57:03,0,2,11:49:18,,3
1268,quos,SN40557625,47:7E:1D:6E:FA:D9,0,1,03:10:12,,4
1269,incidunt,SN28112530,50:1F:34:37:0F:FD,0,2,11:53:55,,1
1270,sed,SN14573043,02:28:D0:68:7D:BD,0,2,04:47:18,,2
1271,est,SN41745938,4C:1A:A7:8C:D3:EA,0,1,14:46:52,,2
1272,iste,SN45703692,86:63:9F:44:4A:38,0,2,02:43:39,,5
1273,deleniti,SN22572776,F4:66:E4:BB:A9:F5,0,1,18:25:34,,1
1274,sed,SN45273543,98:ED:60:5F:AB:82,0,1,15:46:28,,5
1275,dolores,SN18815671,D8:D5:B1:3F:6D:BE,0,1,13:59:09,,2
1276,sunt,SN13839047,4D:95:C3:07:15:31,0,2,01:10:18,,5
1277,reprehenderit,SN02215010,AD:4E:B7:95:F6:8F,0,1,00:19:02,,3
1278,ut,SN40082646,33:83:72:AF:0F:C4,0,1,22:09:43,,5
1279,omnis,SN02210854,53:FB:F2:67:3C:47,0,2,04:18:28,,1
1280,omnis,SN62341773,9F:A7:E3:2A:D0:85,0,1,03:25:08,,1
1281,in,SN46037725,2E:E0:67:84:9E:3F,0,2,19:24:18,2008-03-08,3
1282,enim,SN74434502,09:D4:F1:98:B1:F5,0,1,03:42:49,,3
1283,dolores,SN96742787,2E:25:89:B7:D8:FF,0,2,22:10:36,,5
1284,quae,SN53717937,84:6E:15:8D:FC:42,0,1,18:06:03,,5
1285,cum,SN93959062,6D:00:67:E3:9A:1E,0,1,09:07:27,,5
1286,autem,SN87754724,87:2B:9D:5E:81:06,0,2,02:07:18,,4
1287,recusandae,SN33215955,1B:3F:FE:26:C0:A1,0,2,06:02:19,,2
1288,ea,SN23682302,DF:19:6A:61:B6:35,0,2,02:33:42,,5
1289,sed,SN54718070,EA:BE:A9:33:B7:1A,0,1,07:01:25,,5
1290,voluptas,SN58705467,9A:B7:51:C6:68:D4,1,2,12:58:45,,5
1291,dignissimos,SN18426453,F7:14:A8:F7:55:1D,0,1,09:37:50,,4
1292,qui,SN45452531,61:06:44:A5:DE:18,0,2,06:47:09,,5
1293,similique,SN57474796,63:F6:FC:7B:5E:56,0,1,06:33:28,,2
1294,occaecati,SN48095251,5A:B3:DA:4B:D9:2D,0,2,12:26:36,,2
1295,dolores,SN02213849,2C:D4:72:C5:B4:D2,0,2,06:35:07,,4
1296,velit,SN02212906,9F:50:EC:55:DE:6D,1,1,15:42:15,2014-05-04,2
1297,cupiditate,SN02219913,26:25:5B:B7:F9:C9,0,2,07:16:17,,4
1298,omnis,SN77921302,D9:10:36:84:D3:09,0,1,00:40:38,1978-10-24,1
1299,commodi,SN92551116,59:BA:63:12:46:36,1,1,20:35:54,,3
1300,vel,SN02219220,55:14:E0:E4:B3:EC,0,2,11:42:06,,1
1301,quisquam,SN12191306,F5:69:85:AE:C0:64,0,2,06:38:22,,2
1302,dolorem,SN75684825,9E:77:1C:88:A0:48,0,1,19:58:53,,2
1303,recusandae,SN88880582,BC:3B:F6:E6:71:55,0,2,01:52:30,2015-11-16,4
1304,sint,SN39957977,32:79:12:49:A9:53,0,1,17:02:08,,1
1305,nostrum,SN08996240,F2:F4:5B:3D:1A:6C,0,1,21:26:03,,3
1306,cumque,SN59080362,21:A9:8B:02:32:15,0,1,05:43:09,1998-12-03,5
1307,soluta,SN65435900,F4:70:F4:D3:F3:9E,0,1,05:12:27,,4
1308,reprehenderit,SN62176081,4C:23:4C:E4:3F:DD,0,2,21:43:15,,2
1309,nulla,SN02210397,A4:B9:A1:DA:A0:E8,1,1,23:34:15,,5
1310,dolores,SN82512277,A9:F7:36:FF:FE:02,0,1,00:33:11,,2
1311,ea,SN60579093,64:7A:44:C5:43:26,0,2,02:07:52,,3
1312,sequi,SN84190263,6F:80:4A:A5:08:DC,0,1,04:17:42,,2
1313,impedit,SN75262401,F5:D8:21:CD:D9:22,0,2,06:26:57,,2
1314,enim,SN46144057,9D:24:C3:4B:0D:57,0,2,11:15:57,,4
1315,in,SN07374307,2D:C8:B7:1C:FF:E8,0,2,06:36:02,,5
1316,asperiores,SN56713266,1D:E5:79:A3:5D:2E,0,2,23:39:52,,3
1317,sunt,SN06573794,1F:9B:0E:1D:DC:19,0,2,15:58:56,,5
1318,accusantium,SN14535296,BE:42:99:34:E9:6A,0,1,20:36:46,1985-03-13,5
1319,aperiam,SN07354693,E7:E7:5C:53:69:16,0,1,21:33:49,,4
1320,dignissimos,SN93516982,38:8E:7E:D6:5B:68,0,2,17:54:29,,1
1321,ut,SN08965098,66:88:E6:FC:A6:D5,0,1,14:52:05,,1
1322,sint,SN90173316,C7:CA:9D:46:CA:B2,0,1,02:09:55,,3
1323,est,SN92437243,42:B7:2C:D2:5D:68,0,2,05:41:48,,4
1324,dolores,SN91365854,3C:56:1E:17:EA:F1,0,2,22:24:40,,4
1325,et,SN62255362,05:B3:5A:F3:99:54,0,1,01:00:16,,4
1326,soluta,SN50315777,A8:F3:76:84:FF:3F,0,1,18:34:09,2007-11-14,2
1327,ea,SN85899892,29:9A:FF:5D:CF:7A,0,1,07:53:09,,3
1328,sequi,SN00686822,39:F9:B2:AD:95:5C,0,2,18:37:20,,1
1329,laudantium,SN24694437,B8:59:04:F2:74:FD,0,1,05:51:38,,3
1330,voluptate,SN02219415,34:1A:BF:26:DF:EC,0,2,01:55:21,,2
1331,dolor,SN12343983,5C:01:A0:C9:B4:FB,1,1,06:00:22,,2
1332,nihil,SN52507915,BF:F9:DE:8C:BF:C5,0,2,16:47:50,,3
1333,dolorem,SN02218271,0E:42:F5:2D:B8:79,0,1,03:45:28,,5
1334,quis,SN51039563,5A:7B:09:A6:E3:72,0,1,01:08:07,2007-09-25,3
1335,dolores,SN02218256,E8:60:7C:00:37:89,0,2,11:51:48,,3
1336,laboriosam,SN86962199,E9:27:E4:24:A4:3F,0,2,19:34:35,,1
1337,accusantium,SN03430817,3F:7C:D4:28:B4:88,0,2,11:25:11,,3
1338,vel,SN95209279,29:84:F2:A8:E6:67,0,1,05:34:43,,4
1339,ratione,SN02217793,C1:3C:CF:A3:31:74,0,2,01:28:18,,1
1340,eum,SN82081682,8E:CB:D4:3F:D0:55,0,1,20:37:27,,1
1341,aut,SN36263471,30:ED:F5:77:6E:27,0,1,04:54:36,,4
1342,accusamus,SN14612836,F8:67:78:73:F9:78,0,2,08:15:02,,2
1343,molestiae,SN37787155,8E:A3:57:05:20:81,0,1,14:41:56,,1
1344,adipisci,SN02212781,28:08:AE:17:27:B3,0,1,16:05:04,,2
1345,a,SN30141969,A2:93:9F:E0:46:ED,0,2,12:16:05,,4
1346,laudantium,SN46018364,41:25:38:58:F3:2E,0,2,20:11:04,,5
